Date,LT_pct_above_SMA200,MT_pct_RSI_ge_50,ST_pct_RSI_ge_60,RegimeScore,RegimeScore_EMA10
2025-11-11,56.93877551020409,47.55102040816326,28.775510204081634,48.48979591836735,45.73551743252002
2025-11-12,57.14285714285714,47.95918367346938,27.55102040816326,48.469387755102034,46.232584763898565
2025-11-13,56.12244897959183,39.38775510204081,21.020408163265305,44.08163265306122,45.84150256192814
2025-11-14,55.51020408163265,34.69387755102041,19.183673469387756,42.0,45.14304755066848
2025-11-17,51.02040816326531,33.46938775510204,16.73469387755102,38.89795918367347,44.00757693848757
2025-11-18,51.63265306122449,42.04081632653061,23.26530612244898,43.08163265306123,43.83922343204642
2025-11-19,50.40816326530613,39.183673469387756,20.408163265306122,41.04081632653062,43.33042214013445
2025-11-20,46.93877551020408,35.30612244897959,19.183673469387756,37.89795918367347,42.34270160259609
2025-11-21,52.85714285714286,52.244897959183675,29.591836734693878,48.020408163265316,43.37501188635413
2025-11-24,52.6530612244898,53.87755102040816,27.55102040816326,48.0,44.21591881610792
2025-11-25,56.53061224489796,58.97959183673469,36.12244897959184,53.18367346938775,45.8464196621588
2025-11-26,57.75510204081633,70.0,44.08163265306123,58.69387755102041,48.182321096497276
2025-11-28,59.795918367346935,66.53061224489795,38.775510204081634,57.61224489795918,49.89685269676308
2025-12-01,57.3469387755102,56.93877551020409,30.612244897959183,51.87755102040816,50.256979664698555
2025-12-02,56.326530612244895,45.91836734693878,23.877551020408163,46.714285714285715,49.61285349189622
2025-12-03,58.57142857142858,52.244897959183675,26.93877551020408,50.34693877551021,49.7463235434624
2025-12-04,58.77551020408164,57.3469387755102,34.08163265306122,53.40816326530613,50.41211258379762
2025-12-05,59.795918367346935,60.816326530612244,38.775510204081634,55.897959183673464,51.409539238320505
2025-12-08,55.51020408163265,64.08163265306122,42.44897959183673,55.46938775510204,52.14769351409897
2025-12-09,55.51020408163265,61.42857142857143,39.795918367346935,54.142857142857146,52.51045053750954
2025-12-10,58.36734693877551,69.59183673469389,49.38775510204081,59.93877551020408,53.86105507799945
2025-12-11,61.836734693877546,77.3469387755102,60.40816326530612,66.20408163265306,56.10524172430011
2025-12-12,62.04081632653061,68.77551020408164,48.16326530612245,61.285714285714285,57.04714582637542
