Date,MACD_Breadth
2009-11-17,75.72115384615384
2009-11-18,77.40384615384616
2009-11-19,76.20192307692307
2009-11-20,74.51923076923077
2009-11-23,74.51923076923077
2009-11-24,74.03846153846155
2009-11-25,73.79807692307693
2009-11-27,70.91346153846155
2009-11-30,68.99038461538461
2009-12-01,68.75
2009-12-02,71.15384615384616
2009-12-03,70.91346153846155
2009-12-04,72.83653846153845
2009-12-07,72.11538461538461
2009-12-08,71.875
2009-12-09,71.875
2009-12-10,71.39423076923077
2009-12-11,72.11538461538461
2009-12-14,74.27884615384616
2009-12-15,75.72115384615384
2009-12-16,75.72115384615384
2009-12-17,75.48076923076923
2009-12-18,75.24038461538461
2009-12-21,76.2589928057554
2009-12-22,77.6978417266187
2009-12-23,79.85611510791367
2009-12-24,81.3397129186603
2009-12-28,82.29665071770334
2009-12-29,83.01435406698565
2009-12-30,83.49282296650718
2009-12-31,82.77511961722487
2010-01-04,83.97129186602871
2010-01-05,85.4066985645933
2010-01-06,86.36363636363636
2010-01-07,87.5598086124402
2010-01-08,87.79904306220095
2010-01-11,88.27751196172248
2010-01-12,87.08133971291866
2010-01-13,87.32057416267942
2010-01-14,86.60287081339713
2010-01-15,83.49282296650718
2010-01-19,83.01435406698565
2010-01-20,81.81818181818183
2010-01-21,75.83732057416267
2010-01-22,67.46411483253588
2010-01-25,57.41626794258373
2010-01-26,53.34928229665071
2010-01-27,49.04306220095694
2010-01-28,42.58373205741627
2010-01-29,35.16746411483253
2010-02-01,32.77511961722488
2010-02-02,34.688995215311
2010-02-03,34.688995215311
2010-02-04,28.947368421052634
2010-02-05,25.598086124401913
2010-02-08,21.770334928229666
2010-02-09,21.770334928229666
2010-02-10,21.002386634844868
2010-02-11,21.241050119331742
2010-02-12,22.434367541766107
2010-02-16,25.059665871121716
2010-02-17,30.310262529832936
2010-02-18,36.27684964200477
2010-02-19,46.30071599045346
2010-02-22,52.50596658711218
2010-02-23,54.17661097852029
2010-02-24,57.51789976133651
2010-02-25,59.90453460620525
2010-02-26,61.336515513126486
2010-03-01,64.20047732696898
2010-03-02,66.10978520286396
2010-03-03,71.1217183770883
2010-03-04,75.65632458233891
2010-03-05,79.23627684964201
2010-03-08,82.57756563245823
2010-03-09,85.91885441527445
2010-03-10,87.3508353221957
2010-03-11,88.54415274463007
2010-03-12,89.26014319809069
2010-03-15,89.73747016706443
2010-03-16,91.40811455847255
2010-03-17,92.12410501193318
2010-03-18,92.36276849642005
2010-03-19,92.61904761904762
2010-03-22,93.33333333333333
2010-03-23,93.57142857142857
2010-03-24,92.85714285714286
2010-03-25,91.9047619047619
2010-03-26,90.71428571428571
2010-03-29,91.19047619047619
2010-03-30,89.76190476190476
2010-03-31,89.28571428571429
2010-04-01,88.80952380952381
2010-04-05,89.52380952380953
2010-04-06,90.47619047619048
2010-04-07,90.0
2010-04-08,88.09523809523809
2010-04-09,88.33333333333333
2010-04-12,88.57142857142857
2010-04-13,88.57142857142857
2010-04-14,89.04761904761904
2010-04-15,89.04761904761904
2010-04-16,86.66666666666667
2010-04-19,85.95238095238096
2010-04-20,86.19047619047619
2010-04-21,85.71428571428571
2010-04-22,85.23809523809524
2010-04-23,85.95238095238096
2010-04-26,85.23809523809524
2010-04-27,83.0952380952381
2010-04-28,80.71428571428572
